CustomerID,SimilarCustomer1,Score1,SimilarCustomer2,Score2,SimilarCustomer3,Score3
C0028,C0153,0.9999909311587888,C0065,0.9999826691635847,C0093,0.999955396492547
C0029,C0094,0.9999992428541792,C0166,0.9999958673957924,C0002,0.9998254255985104
C0030,C0038,0.999880509130653,C0086,0.9997294030748821,C0047,0.9990587810909222
C0031,C0121,0.9999843121425576,C0073,0.9998628504876225,C0157,0.9993765489463665
C0032,C0071,0.9999987735867267,C0052,0.9999822728916692,C0151,0.9999083908803884
C0033,C0060,0.9999720694549509,C0112,0.9999329732882963,C0129,0.9998813297354143
C0034,C0181,0.9921932600817319,C0091,0.9887355457465102,C0134,0.9281946745783829
C0035,C0112,0.9999922102708301,C0083,0.9999905071249576,C0060,0.9999675888730408
C0036,C0133,0.9999980843743439,C0119,0.9999930959627608,C0132,0.9999658409416287
C0037,C0170,0.9999069773958286,C0051,0.9994314889843877,C0171,0.9980235022439247
C0038,C0086,0.9999695418450816,C0030,0.999880509130653,C0047,0.9996099470090123
C0039,C0169,0.9999999881466219,C0179,0.9999948017085499,C0113,0.9999893735744092
C0040,C0107,0.9980726436761291,C0016,0.9960728766406054,C0154,0.9922974587874096
C0041,C0068,0.9999203649396852,C0156,0.9997691440289784,C0018,0.9997600993045762
C0042,C0089,0.9999982973120621,C0092,0.999860649185141,C0085,0.9998466565109477
C0043,C0132,0.999964698333962,C0119,0.9999161216807473,C0052,0.9998986447742843
C0044,C0184,0.9999930712414028,C0152,0.9992597288227577,C0115,0.9958059781768976
C0045,C0018,0.9999974739628396,C0041,0.9997083428012563,C0068,0.9993239567758806
C0046,C0053,0.9999573971754304,C0087,0.9999553445227158,C0182,0.999893236714116
C0047,C0106,0.999871222414982,C0086,0.9997974713430774,C0038,0.9996099470090123
C0048,C0183,0.999999666461918,C0187,0.9950325491762269,C0117,0.989037412175334
C0049,C0161,0.9997954025906006,C0098,0.9989692027219884,C0134,0.998485442979033
C0050,C0074,0.9999604859760385,C0137,0.9997704552304698,C0115,0.9989741934757159
C0051,C0170,0.9997983752571611,C0171,0.9995748231739222,C0037,0.9994314889843877
C0052,C0071,0.999990371853733,C0032,0.9999822728916692,C0043,0.9998986447742843
C0053,C0182,0.9999855173148046,C0046,0.9999573971754304,C0087,0.9998255113482243
C0054,C0105,0.9999777405562074,C0082,0.9999751403174177,C0200,0.9999388771725053
C0055,C0174,0.9998178826711528,C0019,0.9993745857345483,C0142,0.9987305374117823
C0056,C0062,0.9999791339128407,C0151,0.9999305771286138,C0025,0.9998116539673463
C0057,C0102,0.9999602412075881,C0173,0.9999576700953412,C0194,0.9999310657587166
C0058,C0020,0.9999997942980384,C0193,0.9999994980214368,C0198,0.9999969271289595
C0059,C0114,0.9999932531367342,C0188,0.9999881183217837,C0155,0.9999163568081004
C0060,C0112,0.9999915779316341,C0033,0.9999720694549509,C0035,0.9999675888730408
C0061,C0178,0.99992186427664,C0140,0.99987417875761,C0146,0.9998144858869571
C0062,C0056,0.9999791339128407,C0025,0.9999161653900772,C0199,0.9998896396000133
C0063,C0150,0.9999982100900542,C0191,0.9999974502482598,C0130,0.9999847379238652
C0064,C0126,0.9980801526929666,C0023,0.9962249547559544,C0100,0.9941678030522426
C0065,C0093,0.9999936719020168,C0028,0.9999826691635847,C0153,0.9999485271049098
C0066,C0026,0.9980600054586563,C0158,0.9975943783485729,C0154,0.9906472973176611
C0067,C0138,0.9999872961228823,C0141,0.9999793004792871,C0013,0.9998962934726959
C0068,C0156,0.9999606832135461,C0041,0.9999203649396852,C0012,0.9996892931581424
C0069,C0140,0.9997291592072837,C0178,0.9996452547721051,C0078,0.9994174705609092
C0070,C0077,0.999999535123066,C0144,0.9999993689755319,C0172,0.999992434866802
C0071,C0032,0.9999987735867267,C0052,0.999990371853733,C0151,0.9998859659544924
C0072,C0106,0.9998403747136101,C0047,0.999424889975821,C0086,0.9985400381247165
C0073,C0121,0.999939931533965,C0031,0.9998628504876225,C0088,0.9997099976956721
C0074,C0050,0.9999604859760385,C0137,0.9995404875000108,C0115,0.9985321673639636
C0075,C0017,0.9999997918900845,C0179,0.9997790672699726,C0039,0.9997060957109004
C0076,C0094,0.9997708735749282,C0029,0.9997437755946456,C0166,0.9996745675954049
C0077,C0070,0.999999535123066,C0144,0.9999978208656584,C0172,0.9999957206422918
C0078,C0123,0.9999131631259961,C0167,0.9994776942113458,C0069,0.9994174705609092
C0079,C0006,0.9999656845154901,C0117,0.994866142336846,C0196,0.9914329137392712
C0080,C0005,0.9999822355480511,C0177,0.9999818198287296,C0167,0.9999151611170647
C0081,C0136,0.9919137905102934,C0109,0.9902654419166689,C0008,0.987633926321936
C0082,C0200,0.9999919787109475,C0054,0.9999751403174177,C0099,0.9999661023827425
C0083,C0035,0.9999905071249576,C0112,0.9999655190643869,C0060,0.9999230153517618
C0084,C0195,0.9999991770275651,C0024,0.9998247590862703,C0124,0.9998172817052212
C0085,C0001,0.9999990504724361,C0042,0.9998466565109477,C0089,0.9998126383994805
C0086,C0038,0.9999695418450816,C0047,0.9997974713430774,C0030,0.9997294030748821
C0087,C0046,0.9999553445227158,C0057,0.9998835774139032,C0053,0.9998255113482243
C0088,C0189,0.9999218671470851,C0172,0.9997344684768312,C0073,0.9997099976956721
C0089,C0042,0.9999982973120621,C0092,0.9998897528518964,C0085,0.9998126383994805
C0090,C0175,0.9999988085505253,C0165,0.9990696983525108,C0004,0.9986409558134951
C0091,C0181,0.9996824403337691,C0034,0.9887355457465102,C0081,0.9392456147612175
C0092,C0089,0.9998897528518964,C0042,0.999860649185141,C0103,0.9996406786489809
C0093,C0065,0.9999936719020168,C0101,0.999962601713115,C0028,0.999955396492547
C0094,C0029,0.9999992428541792,C0166,0.9999915724705434,C0002,0.9998016758302679
C0095,C0097,0.9999955595370779,C0128,0.9999538568844756,C0110,0.9999273078693668
C0096,C0171,0.9997040636904599,C0139,0.9987913942632154,C0051,0.9985697034548371
C0097,C0095,0.9999955595370779,C0110,0.9999587995681568,C0128,0.9999207885555133
C0098,C0134,0.9999535774865352,C0161,0.9996830061530528,C0049,0.9989692027219884
C0099,C0200,0.9999910599578793,C0082,0.9999661023827425,C0054,0.9998831863555686
C0100,C0023,0.9997766479611269,C0011,0.9992186065437542,C0139,0.9976423447052658
C0101,C0093,0.999962601713115,C0012,0.999958735499151,C0065,0.9999255066712461
C0102,C0173,0.9999999597242,C0194,0.9999960110583531,C0145,0.9999665449409466
C0103,C0125,0.9999319693701986,C0092,0.9996406786489809,C0007,0.9995588491723847
C0104,C0122,0.9999998225846999,C0148,0.9999969565191307,C0163,0.9999463359796066
C0105,C0149,0.9999882959746877,C0054,0.9999777405562074,C0082,0.999905834655781
C0106,C0047,0.999871222414982,C0072,0.9998403747136101,C0086,0.9993457533946295
C0107,C0040,0.9980726436761291,C0016,0.9886587925362559,C0154,0.982697525526317
C0108,C0149,0.999955533493143,C0059,0.9999124076233048,C0105,0.9998982044469448
C0109,C0136,0.9999232630571624,C0008,0.9998419065580372,C0124,0.9978397380261388
C0110,C0014,0.9999724236082562,C0192,0.999962199123338,C0159,0.9999612267813747
C0111,C0160,0.9995866002991259,C0147,0.9988542503151586,C0190,0.9967298182064848
C0112,C0035,0.9999922102708301,C0060,0.9999915779316341,C0083,0.9999655190643869
C0113,C0169,0.9999900715334422,C0039,0.9999893735744092,C0179,0.9999693107735936
C0114,C0188,0.999999278331988,C0059,0.9999932531367342,C0155,0.9999571206627762
C0115,C0137,0.9997150815529845,C0050,0.9989741934757159,C0074,0.9985321673639636
C0116,C0197,0.9999813921755247,C0199,0.9999511362670751,C0025,0.9999304543360349
C0117,C0187,0.9988245009055894,C0006,0.9956703718685657,C0079,0.994866142336846
C0118,C0185,0.9999992282862595,C0152,0.9982353946467802,C0044,0.9952120034686415
C0119,C0036,0.9999930959627608,C0132,0.9999896506922171,C0133,0.9999839069762736
C0120,C0130,0.9999993791892333,C0131,0.9999981766423018,C0015,0.9999928702070295
C0121,C0031,0.9999843121425576,C0073,0.999939931533965,C0088,0.9993860001055871
C0122,C0104,0.9999998225846999,C0148,0.9999982487426962,C0163,0.999939987492246
C0123,C0078,0.9999131631259961,C0167,0.9998167739809052,C0005,0.9996565705876304
C0124,C0024,0.999999921887285,C0195,0.9998409830198568,C0084,0.9998172817052212
C0125,C0103,0.9999319693701986,C0007,0.9998372825489154,C0146,0.9997445857494296
C0126,C0064,0.9980801526929666,C0023,0.9889357810760515,C0100,0.9855797636564785
C0127,C0164,0.9999367680584871,C0135,0.9992801219296208,C0001,0.9989732248027745
C0128,C0095,0.9999538568844756,C0063,0.9999242582506512,C0097,0.9999207885555133
C0129,C0186,0.9999762506403383,C0159,0.9999290953892024,C0192,0.9999277659852354
C0130,C0120,0.9999993791892333,C0131,0.9999954279617056,C0191,0.9999946644538418
C0131,C0015,0.9999982579939216,C0120,0.9999981766423018,C0009,0.9999969915843525
C0132,C0119,0.9999896506922171,C0036,0.9999658409416287,C0043,0.999964698333962
C0133,C0036,0.9999980843743439,C0119,0.9999839069762736,C0132,0.9999477470269422
C0134,C0098,0.9999535774865352,C0161,0.9993940042314188,C0049,0.998485442979033
C0135,C0127,0.9992801219296208,C0164,0.998790314058074,C0001,0.996535356631129
C0136,C0109,0.9999232630571624,C0008,0.9995449075266115,C0124,0.9969493204552142
C0137,C0050,0.9997704552304698,C0115,0.9997150815529845,C0074,0.9995404875000108
C0138,C0141,0.9999990289341766,C0067,0.9999872961228823,C0013,0.9998109989494287
C0139,C0011,0.9995752579210655,C0096,0.9987913942632154,C0100,0.9976423447052658
C0140,C0178,0.9999943469020892,C0061,0.99987417875761,C0069,0.9997291592072837
C0141,C0138,0.9999990289341766,C0067,0.9999793004792871,C0022,0.999831382719383
C0142,C0019,0.9998871390943337,C0076,0.9995672782373369,C0174,0.9995099490485303
C0143,C0145,0.999963691810281,C0194,0.9999037171192582,C0173,0.9998652339457682
C0144,C0070,0.9999993689755319,C0077,0.9999978208656584,C0172,0.9999874340578271
C0145,C0194,0.9999856600527552,C0173,0.9999688262234732,C0102,0.9999665449409466
C0146,C0007,0.9999895943808703,C0061,0.9998144858869571,C0125,0.9997445857494296
C0147,C0160,0.9998172361615908,C0190,0.9994548764591119,C0111,0.9988542503151586
C0148,C0122,0.9999982487426962,C0104,0.9999969565191307,C0163,0.9999177332576448
C0149,C0105,0.9999882959746877,C0108,0.999955533493143,C0054,0.9999337554860295
C0150,C0191,0.9999999329608559,C0063,0.9999982100900542,C0130,0.9999934012721169
C0151,C0056,0.9999305771286138,C0032,0.9999083908803884,C0071,0.9998859659544924
C0152,C0044,0.9992597288227577,C0184,0.9991095956400625,C0118,0.9982353946467802
C0153,C0028,0.9999909311587888,C0065,0.9999485271049098,C0093,0.9999061041191184
C0154,C0016,0.9993683855686599,C0026,0.997220581109684,C0040,0.9922974587874096
C0155,C0188,0.9999675244868579,C0114,0.9999571206627762,C0021,0.9999500706615414
C0156,C0068,0.9999606832135461,C0012,0.9998710212245943,C0041,0.9997691440289784
C0157,C0002,0.9999942410168485,C0166,0.9998155957668756,C0029,0.9997562553069056
C0158,C0066,0.9975943783485729,C0026,0.9913431461345852,C0154,0.978805440147354
C0159,C0192,0.9999999938262077,C0014,0.9999990484005253,C0186,0.9999874174255167
C0160,C0147,0.9998172361615908,C0111,0.9995866002991259,C0190,0.9986410463001673
C0161,C0049,0.9997954025906006,C0098,0.9996830061530528,C0134,0.9993940042314188
C0162,C0004,0.9999999965087093,C0165,0.999958716211542,C0090,0.9986365972865462
C0163,C0104,0.9999463359796066,C0122,0.999939987492246,C0148,0.9999177332576448
C0164,C0127,0.9999367680584871,C0001,0.9994195265524013,C0085,0.9993716301455949
C0165,C0004,0.9999594720114721,C0162,0.999958716211542,C0090,0.9990696983525108
C0166,C0029,0.9999958673957924,C0094,0.9999915724705434,C0002,0.999875010843091
C0167,C0005,0.9999750393711484,C0080,0.9999151611170647,C0177,0.9998184380809894
C0168,C0196,0.9999792045833981,C0079,0.9905699399179091,C0006,0.9894009312293717
C0169,C0039,0.9999999881466219,C0179,0.9999942933991798,C0113,0.9999900715334422
C0170,C0037,0.9999069773958286,C0051,0.9997983752571611,C0171,0.9987877952900373
C0171,C0096,0.9997040636904599,C0051,0.9995748231739222,C0170,0.9987877952900373
C0172,C0077,0.9999957206422918,C0070,0.999992434866802,C0144,0.9999874340578271
C0173,C0102,0.9999999597242,C0194,0.9999967724247595,C0145,0.9999688262234732
C0174,C0019,0.9998674238866583,C0055,0.9998178826711528,C0142,0.9995099490485303
C0175,C0090,0.9999988085505253,C0165,0.9990019380130165,C0004,0.998559313979823
C0176,C0027,0.9988513832434155,C0010,0.9977495907269391,C0055,0.987718599496361
C0177,C0080,0.9999818198287296,C0198,0.9999599339001446,C0020,0.9999417956086374
C0178,C0140,0.9999943469020892,C0061,0.99992186427664,C0069,0.9996452547721051
C0179,C0039,0.9999948017085499,C0169,0.9999942933991798,C0113,0.9999693107735936
C0181,C0091,0.9996824403337691,C0034,0.9921932600817319,C0081,0.9302977007316149
C0182,C0053,0.9999855173148046,C0046,0.999893236714116,C0163,0.999840591255341
C0183,C0048,0.999999666461918,C0187,0.9949509100105983,C0117,0.9889164771879272
C0184,C0044,0.9999930712414028,C0152,0.9991095956400625,C0115,0.9961396563776965
C0185,C0118,0.9999992282862595,C0152,0.9981608525338393,C0044,0.9950898086726504
C0186,C0159,0.9999874174255167,C0192,0.9999868538230212,C0014,0.999979545291725
C0187,C0117,0.9988245009055894,C0048,0.9950325491762269,C0183,0.9949509100105983
C0188,C0114,0.999999278331988,C0059,0.9999881183217837,C0155,0.9999675244868579
C0189,C0172,0.9999444061621442,C0088,0.9999218671470851,C0077,0.9999092791058483
C0190,C0147,0.9994548764591119,C0160,0.9986410463001673,C0111,0.9967298182064848
C0191,C0150,0.9999999329608559,C0063,0.9999974502482598,C0130,0.9999946644538418
C0192,C0159,0.9999999938262077,C0014,0.999999195523505,C0186,0.9999868538230212
C0193,C0058,0.9999994980214368,C0020,0.999998649644113,C0009,0.9999942852290301
C0194,C0173,0.9999967724247595,C0102,0.9999960110583531,C0145,0.9999856600527552
C0195,C0084,0.9999991770275651,C0024,0.9998479533974027,C0124,0.9998409830198568
C0196,C0168,0.9999792045833981,C0079,0.9914329137392712,C0006,0.9903168212584458
C0197,C0116,0.9999813921755247,C0199,0.9998722228980806,C0025,0.9998399023688538
C0198,C0020,0.9999983115151304,C0058,0.9999969271289595,C0193,0.9999939411932982
C0199,C0025,0.9999981797562459,C0116,0.9999511362670751,C0062,0.9998896396000133
C0200,C0082,0.9999919787109475,C0099,0.9999910599578793,C0054,0.9999388771725053
